,NAME,HLS Latency min,HLS Latency max,HLS Elapsed,HLS II min,HLS II max,HLS LUT,HLS FF,HLS Clock,HLS Target,HLS Estimated,HLS Uncertainty,HLS Slack,T WNS(ns),T TNS(ns),T WHS(ns),T THS(ns),P Total On-Chip Power (W),U CLB LUTs,U CLB LUTs (%),U CLB Registers,U CLB Registers (%),U LUT as Logic,U LUT as Logic (%),U LUT as Memory,U LUT as Memory (%),E synth synth_design,E impl total,E impl open_checkpoint,E impl opt_design,E impl phys_opt_design,E impl place_design,E impl report_clock_utilization,E impl report_control_sets,E impl report_drc,E impl report_io,E impl report_methodology,E impl report_power,E impl route_design,E impl write_checkpoint,E synth create_clock,E synth total,E synth write_checkpoint,P Confidence Level,P Design Nets Matched,P Design Power Budget (W),P Device Static (W),P Dynamic (W),P Effective TJA (C/W),P Junction Temperature (C),P Max Ambient (C),P Power Budget Margin (W),P Setting File,P Simulation Activity File,T THS Failing Endpoints,T THS Total Endpoints,T TNS Failing Endpoints,T TNS Total Endpoints,T TNS(ns),T TPWS Failing Endpoints,T TPWS Total Endpoints,T TPWS(ns),T WPWS(ns),U CARRY8,U CARRY8 (%),U F7 Muxes,U F7 Muxes (%),U F8 Muxes,U F8 Muxes (%),U F9 Muxes,U F9 Muxes (%),U Register as Flip Flop,U Register as Flip Flop (%),U Register as Latch,U Register as Latch (%),HLS Target,HLS Estimated
12,I352_O016_D007_II4_M1_F1_IR0_R1,7,7,01:38:31,4,4,138495,12245,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.415,0.000,0.042,0.000,3.912,46612,3.94,12242,0.52,46612,3.94,0,0.00,00:16:07,00:26:19,00:02:02,00:00:23,00:00:07,00:06:50,00:00:16,00:00:00,00:00:12,00:00:00,00:00:18,00:00:34,00:14:24,00:00:16,00:00:06,00:16:28,00:00:15,Medium,NA,Unspecified*,2.490,1.422,0.5,27.1,97.9,NA,---,---,0,18094,0,18094,0.000,0,12242,0.000,2.850,0,0.00,9271,1.57,3840,1.30,0,0.00,12242,0.52,0,0.00,6.25 ns,5.418 ns
11,I352_O016_D007_II4_M1_F1_IR0_R1_ER1,7,7,N/A,4,4,138495,12245,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.519,0.000,0.042,0.000,4.388,46818,3.96,17865,0.76,46818,3.96,0,0.00,00:16:31,00:31:57,00:02:02,00:00:24,00:00:07,00:06:38,00:00:16,00:00:00,00:00:11,00:00:00,00:00:16,00:00:33,00:20:13,00:00:17,00:00:06,00:16:52,00:00:15,Medium,NA,Unspecified*,2.496,1.891,0.5,27.4,97.6,NA,---,---,0,24391,0,24391,0.000,0,17865,0.000,2.850,0,0.00,9329,1.58,3840,1.30,0,0.00,17865,0.76,0,0.00,6.25 ns,5.418 ns
10,I352_O016_D007_II4_M1_F1_IR0_R1_ER1_ER1,7,7,N/A,4,4,138495,12245,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.519,0.000,0.042,0.000,4.388,46818,3.96,17865,0.76,46818,3.96,0,0.00,00:16:31,00:31:57,00:02:02,00:00:24,00:00:07,00:06:38,00:00:16,00:00:00,00:00:11,00:00:00,00:00:16,00:00:33,00:20:13,00:00:17,00:00:06,00:16:52,00:00:15,Medium,NA,Unspecified*,2.496,1.891,0.5,27.4,97.6,NA,---,---,0,24391,0,24391,0.000,0,17865,0.000,2.850,0,0.00,9329,1.58,3840,1.30,0,0.00,17865,0.76,0,0.00,6.25 ns,5.418 ns
9,I352_O016_D007_II4_M1_F1_IR0_R1_ER1_ER1,7,7,N/A,4,4,138495,12245,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.519,0.000,0.042,0.000,4.388,46818,3.96,17865,0.76,46818,3.96,0,0.00,00:16:25,00:31:35,00:02:02,00:00:24,00:00:07,00:06:43,00:00:16,00:00:00,00:00:11,00:00:00,00:00:17,00:00:32,00:19:44,00:00:17,00:00:06,00:16:46,00:00:15,Medium,NA,Unspecified*,2.496,1.891,0.5,27.4,97.6,NA,---,---,0,24391,0,24391,0.000,0,17865,0.000,2.850,0,0.00,9329,1.58,3840,1.30,0,0.00,17865,0.76,0,0.00,6.25 ns,5.418 ns
8,I352_O016_D007_II4_M1_F1_IR0_R1_ER1_ER1_ER1,7,7,N/A,4,4,138495,12245,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.519,0.000,0.042,0.000,4.388,46818,3.96,17865,0.76,46818,3.96,0,0.00,00:16:31,00:31:51,00:02:02,00:00:24,00:00:07,00:06:42,00:00:17,00:00:00,00:00:12,00:00:00,00:00:18,00:00:34,00:20:00,00:00:17,00:00:06,00:16:52,00:00:15,Medium,NA,Unspecified*,2.496,1.891,0.5,27.4,97.6,NA,---,---,0,24391,0,24391,0.000,0,17865,0.000,2.850,0,0.00,9329,1.58,3840,1.30,0,0.00,17865,0.76,0,0.00,6.25 ns,5.418 ns
80,I352_O016_D007_II4_M1_F1_IR1_R0,8,8,01:53:11,4,4,138502,22095,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.087,0.000,0.042,0.000,4.447,46466,3.93,22055,0.93,46466,3.93,0,0.00,00:17:53,00:34:29,00:02:02,00:00:23,00:00:08,00:07:35,00:00:15,00:00:00,00:00:10,00:00:00,00:00:17,00:00:33,00:21:42,00:00:19,00:00:05,00:18:15,00:00:17,Medium,NA,Unspecified*,2.497,1.950,0.5,27.4,97.6,NA,---,---,0,38414,0,38414,0.000,0,22055,0.000,2.850,0,0.00,9284,1.57,3840,1.30,0,0.00,22055,0.93,0,0.00,6.25 ns,5.418 ns
79,I352_O016_D007_II4_M1_F1_IR1_R1,8,8,01:52:32,4,4,138502,22095,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.523,0.000,0.042,0.000,4.398,46532,3.94,22055,0.93,46532,3.94,0,0.00,00:18:07,00:38:08,00:01:58,00:00:23,00:00:07,00:06:55,00:00:16,00:00:00,00:00:10,00:00:00,00:00:17,00:00:33,00:26:14,00:00:16,00:00:05,00:18:27,00:00:15,Medium,NA,Unspecified*,2.497,1.901,0.5,27.4,97.6,NA,---,---,0,38419,0,38419,0.000,0,22055,0.000,2.850,0,0.00,9273,1.57,3840,1.30,0,0.00,22055,0.93,0,0.00,6.25 ns,5.418 ns
164,I352_O016_D008_II1_M0_F1_IR0_R0,8,8,00:41:12,1,1,135033,20120,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.572,0.000,0.040,0.000,6.341,52983,4.48,19140,0.81,52983,4.48,0,0.00,00:23:04,00:24:25,00:02:06,00:00:25,00:00:07,00:06:52,00:00:16,00:00:00,00:00:11,00:00:00,00:00:19,00:00:36,00:12:11,00:00:18,00:00:06,00:23:28,00:00:18,Medium,NA,Unspecified*,2.525,3.816,0.5,28.4,96.6,NA,---,---,0,12883,0,12883,0.000,0,19140,0.000,2.850,0,0.00,589,0.10,5,<0.01,0,0.00,19140,0.81,0,0.00,6.25 ns,5.418 ns
163,I352_O016_D008_II1_M0_F1_IR0_R0_ER1,8,8,N/A,1,1,135033,20120,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.407,0.000,0.047,0.000,6.417,52949,4.48,24773,1.05,52949,4.48,0,0.00,00:18:00,00:26:34,00:02:15,00:00:27,00:00:09,00:07:27,00:00:18,00:00:00,00:00:12,00:00:00,00:00:20,00:00:39,00:13:19,00:00:20,00:00:06,00:18:23,00:00:17,Medium,NA,Unspecified*,2.526,3.891,0.5,28.5,96.5,NA,---,---,0,19558,0,19558,0.000,0,24773,0.000,2.850,0,0.00,615,0.10,0,0.00,0,0.00,24773,1.05,0,0.00,6.25 ns,5.418 ns
112,I352_O016_D008_II1_M0_F1_IR0_R1,8,8,00:41:58,1,1,135033,20120,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.572,0.000,0.040,0.000,6.341,52983,4.48,19140,0.81,52983,4.48,0,0.00,00:23:12,00:25:00,00:02:08,00:00:26,00:00:07,00:07:08,00:00:15,00:00:00,00:00:12,00:00:00,00:00:20,00:00:38,00:12:22,00:00:18,00:00:06,00:23:35,00:00:17,Medium,NA,Unspecified*,2.525,3.816,0.5,28.4,96.6,NA,---,---,0,12883,0,12883,0.000,0,19140,0.000,2.850,0,0.00,589,0.10,5,<0.01,0,0.00,19140,0.81,0,0.00,6.25 ns,5.418 ns
111,I352_O016_D008_II1_M0_F1_IR0_R1_ER1,8,8,N/A,1,1,135033,20120,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.722,0.000,0.025,0.000,6.304,52688,4.46,24773,1.05,52688,4.46,0,0.00,00:17:35,00:25:34,00:02:16,00:00:28,00:00:09,00:07:12,00:00:15,00:00:00,00:00:12,00:00:00,00:00:20,00:00:36,00:12:37,00:00:19,00:00:06,00:19:11,00:00:17,Medium,NA,Unspecified*,2.525,3.779,0.5,28.4,96.6,NA,---,---,0,19558,0,19558,0.000,0,24773,0.000,2.850,0,0.00,615,0.10,0,0.00,0,0.00,24773,1.05,0,0.00,6.25 ns,5.418 ns
162,I352_O016_D008_II1_M0_F1_IR1_R0,7,7,02:19:14,1,1,134521,24024,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.648,0.000,0.040,0.000,6.297,53044,4.49,23968,1.01,53044,4.49,0,0.00,00:22:33,00:26:05,00:02:19,00:00:26,00:00:09,00:07:42,00:00:16,00:00:00,00:00:11,00:00:00,00:00:19,00:00:37,00:12:39,00:00:19,00:00:06,00:22:57,00:00:18,Medium,NA,Unspecified*,2.525,3.773,0.5,28.4,96.6,NA,---,---,0,24365,0,24365,0.000,0,23968,0.000,2.850,0,0.00,762,0.13,0,0.00,0,0.00,23968,1.01,0,0.00,6.25 ns,5.418 ns
110,I352_O016_D008_II1_M0_F1_IR1_R1,7,7,02:19:51,1,1,134521,24024,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.648,0.000,0.040,0.000,6.297,53044,4.49,23968,1.01,53044,4.49,0,0.00,00:22:48,00:25:36,00:02:08,00:00:25,00:00:09,00:07:23,00:00:15,00:00:00,00:00:12,00:00:00,00:00:19,00:00:36,00:12:39,00:00:20,00:00:05,00:23:11,00:00:18,Medium,NA,Unspecified*,2.525,3.773,0.5,28.4,96.6,NA,---,---,0,24365,0,24365,0.000,0,23968,0.000,2.850,0,0.00,762,0.13,0,0.00,0,0.00,23968,1.01,0,0.00,6.25 ns,5.418 ns
7,I352_O016_D008_II1_M1_F1_IR0_R0,8,8,00:23:13,1,1,161049,58315,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.367,0.000,0.039,0.000,5.560,50569,4.28,17325,0.73,46345,3.92,4224,0.71,00:19:24,00:29:02,00:02:05,00:00:24,00:00:06,00:06:31,00:00:15,00:00:00,00:00:11,00:00:00,00:00:17,00:00:34,00:17:14,00:00:19,00:00:06,00:19:48,00:00:18,Medium,NA,Unspecified*,2.514,3.046,0.5,28.0,97.0,NA,---,---,0,15641,0,15641,0.000,0,21549,0.000,2.552,0,0.00,9297,1.57,,,,,17325,0.73,0,0.00,6.25 ns,5.418 ns
6,I352_O016_D008_II1_M1_F1_IR0_R0_ER1,8,8,N/A,1,1,161049,58315,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.455,0.000,0.039,0.000,5.594,50499,4.27,18734,0.79,46275,3.91,4224,0.71,00:18:17,00:28:58,00:02:10,00:00:25,00:00:07,00:06:34,00:00:15,00:00:00,00:00:12,00:00:00,00:00:18,00:00:35,00:16:53,00:00:20,00:00:06,00:18:41,00:00:18,Medium,NA,Unspecified*,2.514,3.080,0.5,28.0,97.0,NA,---,---,0,17725,0,17725,0.000,0,22958,0.000,2.552,0,0.00,9266,1.57,,,,,18734,0.79,0,0.00,6.25 ns,5.418 ns
5,I352_O016_D008_II1_M1_F1_IR0_R1,8,8,00:23:07,1,1,161049,58315,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.280,0.000,0.039,0.000,5.524,50873,4.30,17351,0.73,46649,3.95,4224,0.71,00:19:16,00:26:41,00:02:01,00:00:24,00:00:07,00:06:04,00:00:16,00:00:00,00:00:11,00:00:00,00:00:17,00:00:34,00:15:30,00:00:17,00:00:06,00:19:38,00:00:16,Medium,NA,Unspecified*,2.513,3.011,0.5,28.0,97.0,NA,---,---,0,15667,0,15667,0.000,0,21575,0.000,2.552,0,0.00,9297,1.57,,,,,17351,0.73,0,0.00,6.25 ns,5.418 ns
4,I352_O016_D008_II1_M1_F1_IR0_R1_ER1,8,8,N/A,1,1,161049,58315,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.366,0.000,0.043,0.000,5.607,50595,4.28,18760,0.79,46371,3.92,4224,0.71,00:18:01,00:26:29,00:02:05,00:00:24,00:00:07,00:06:42,00:00:15,00:00:00,00:00:12,00:00:00,00:00:18,00:00:35,00:14:29,00:00:18,00:00:06,00:18:24,00:00:17,Medium,NA,Unspecified*,2.514,3.093,0.5,28.0,97.0,NA,---,---,0,17751,0,17751,0.000,0,22984,0.000,2.552,0,0.00,9271,1.57,,,,,18760,0.79,0,0.00,6.25 ns,5.418 ns
78,I352_O016_D008_II1_M1_F1_IR1_R0,8,8,00:23:00,1,1,160985,63429,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.048,0.000,0.039,0.000,5.487,50307,4.26,18328,0.78,46083,3.90,4224,0.71,00:15:44,00:36:39,00:02:11,00:00:25,00:00:07,00:06:36,00:00:14,00:00:00,00:00:10,00:00:00,00:00:16,00:00:32,00:24:39,00:00:19,00:00:05,00:16:06,00:00:17,Medium,NA,Unspecified*,2.513,2.974,0.5,28.0,97.0,NA,---,---,0,22955,0,22955,0.000,0,22552,0.000,2.552,0,0.00,9357,1.58,,,,,18328,0.78,0,0.00,6.25 ns,5.418 ns
77,I352_O016_D008_II1_M1_F1_IR1_R1,8,8,00:24:06,1,1,160985,63429,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.072,0.000,0.039,0.000,5.520,50806,4.30,18354,0.78,46582,3.94,4224,0.71,00:15:35,02:35:55,00:01:58,00:00:23,00:00:07,00:06:31,00:00:16,00:00:00,00:00:11,00:00:00,00:00:17,00:00:33,02:24:21,00:00:18,00:00:05,00:15:55,00:00:15,Medium,NA,Unspecified*,2.513,3.007,0.5,28.0,97.0,NA,---,---,0,22981,0,22981,0.000,0,22578,0.000,2.552,0,0.00,9333,1.58,,,,,18354,0.78,0,0.00,6.25 ns,5.418 ns
161,I352_O016_D008_II4_M0_F1_IR0_R0,8,8,04:14:59,4,4,134566,11487,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.056,0.000,0.048,0.000,3.012,51979,4.40,11457,0.48,51979,4.40,0,0.00,00:18:18,00:25:16,00:02:04,00:00:25,00:00:07,00:07:23,00:00:15,00:00:00,00:00:12,00:00:00,00:00:19,00:00:33,00:12:40,00:00:17,00:00:06,00:18:40,00:00:16,Medium,NA,Unspecified*,2.477,0.535,0.5,26.6,98.4,NA,---,---,0,20740,0,20740,0.000,0,11457,0.000,2.850,0,0.00,800,0.14,0,0.00,0,0.00,11457,0.48,0,0.00,6.25 ns,5.445 ns
160,I352_O016_D008_II4_M0_F1_IR0_R0_ER1,8,8,N/A,4,4,134566,11487,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.310,0.000,0.046,0.000,4.680,54463,4.61,17090,0.72,54463,4.61,0,0.00,00:17:38,00:26:42,00:02:11,00:00:27,00:00:09,00:07:51,00:00:16,00:00:00,00:00:12,00:00:00,00:00:19,00:00:34,00:13:19,00:00:18,00:00:06,00:18:01,00:00:17,Medium,NA,Unspecified*,2.501,2.179,0.5,27.5,97.5,NA,---,---,0,22852,0,22852,0.000,0,17090,0.000,2.850,0,0.00,483,0.08,0,0.00,0,0.00,17090,0.72,0,0.00,6.25 ns,5.445 ns
109,I352_O016_D008_II4_M0_F1_IR0_R1,8,8,04:15:56,4,4,134566,11487,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.056,0.000,0.048,0.000,3.012,51979,4.40,11457,0.48,51979,4.40,0,0.00,00:18:49,00:25:09,00:02:05,00:00:26,00:00:07,00:07:25,00:00:17,00:00:00,00:00:11,00:00:00,00:00:18,00:00:33,00:12:29,00:00:17,00:00:06,00:19:11,00:00:16,Medium,NA,Unspecified*,2.477,0.535,0.5,26.6,98.4,NA,---,---,0,20740,0,20740,0.000,0,11457,0.000,2.850,0,0.00,800,0.14,0,0.00,0,0.00,11457,0.48,0,0.00,6.25 ns,5.445 ns
108,I352_O016_D008_II4_M0_F1_IR0_R1_ER1,8,8,N/A,4,4,134566,11487,ap_clk,6.25 ns,5.445 ns,0.80 ns,0.805,0.383,0.000,0.044,0.000,4.682,53873,4.56,17090,0.72,53873,4.56,0,0.00,00:18:11,00:26:30,00:02:15,00:00:27,00:00:09,00:07:51,00:00:16,00:00:00,00:00:12,00:00:00,00:00:20,00:00:35,00:13:01,00:00:18,00:00:06,00:18:33,00:00:16,Medium,NA,Unspecified*,2.501,2.181,0.5,27.5,97.5,NA,---,---,0,22851,0,22851,0.000,0,17090,0.000,2.850,0,0.00,579,0.10,0,0.00,0,0.00,17090,0.72,0,0.00,6.25 ns,5.445 ns
159,I352_O016_D008_II4_M0_F1_IR1_R0,7,7,06:07:50,4,4,134559,23636,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.630,0.000,0.042,0.000,4.774,54029,4.57,23584,1.00,54029,4.57,0,0.00,00:20:23,00:25:41,00:02:05,00:00:25,00:00:09,00:07:06,00:00:16,00:00:00,00:00:11,00:00:00,00:00:19,00:00:38,00:13:08,00:00:19,00:00:05,00:20:45,00:00:17,Medium,NA,Unspecified*,2.502,2.272,0.5,27.6,97.4,NA,---,---,0,41503,0,41503,0.000,0,23584,0.000,2.850,0,0.00,744,0.13,0,0.00,0,0.00,23584,1.00,0,0.00,6.25 ns,5.418 ns
107,I352_O016_D008_II4_M0_F1_IR1_R1,7,7,06:12:27,4,4,134559,23636,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.630,0.000,0.042,0.000,4.774,54029,4.57,23584,1.00,54029,4.57,0,0.00,00:20:27,00:26:10,00:02:07,00:00:25,00:00:09,00:07:36,00:00:15,00:00:00,00:00:11,00:00:00,00:00:18,00:00:36,00:13:10,00:00:18,00:00:05,00:20:49,00:00:17,Medium,NA,Unspecified*,2.502,2.272,0.5,27.6,97.4,NA,---,---,0,41503,0,41503,0.000,0,23584,0.000,2.850,0,0.00,744,0.13,0,0.00,0,0.00,23584,1.00,0,0.00,6.25 ns,5.418 ns
3,I352_O016_D008_II4_M1_F1_IR0_R0,8,8,00:26:13,4,4,138502,12636,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.458,0.000,0.042,0.000,4.236,46379,3.92,12632,0.53,46379,3.92,0,0.00,00:16:38,00:25:35,00:02:03,00:00:23,00:00:06,00:06:23,00:00:15,00:00:00,00:00:11,00:00:00,00:00:16,00:00:32,00:14:05,00:00:18,00:00:06,00:17:00,00:00:16,Medium,NA,Unspecified*,2.494,1.742,0.5,27.3,97.7,NA,---,---,0,18846,0,18846,0.000,0,12632,0.000,2.850,0,0.00,9295,1.57,3840,1.30,0,0.00,12632,0.53,0,0.00,6.25 ns,5.418 ns
2,I352_O016_D008_II4_M1_F1_IR0_R0_ER1,8,8,N/A,4,4,138502,12636,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.615,0.000,0.042,0.000,4.361,45869,3.88,18262,0.77,45869,3.88,0,0.00,00:17:04,00:26:16,00:02:11,00:00:25,00:00:08,00:06:33,00:00:17,00:00:00,00:00:13,00:00:00,00:00:19,00:00:35,00:14:08,00:00:19,00:00:06,00:17:28,00:00:18,Medium,NA,Unspecified*,2.496,1.864,0.5,27.4,97.6,NA,---,---,0,25152,0,25152,0.000,0,18262,0.000,2.850,0,0.00,9380,1.59,3840,1.30,0,0.00,18262,0.77,0,0.00,6.25 ns,5.418 ns
1,I352_O016_D008_II4_M1_F1_IR0_R1,8,8,00:25:17,4,4,138502,12636,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.735,0.000,0.042,0.000,3.782,46594,3.94,12626,0.53,46594,3.94,0,0.00,00:16:13,00:28:04,00:02:00,00:00:23,00:00:07,00:06:28,00:00:16,00:00:00,00:00:11,00:00:00,00:00:17,00:00:33,00:16:37,00:00:16,00:00:06,00:16:33,00:00:14,Medium,NA,Unspecified*,2.488,1.294,0.5,27.1,97.9,NA,---,---,0,18866,0,18866,0.000,0,12626,0.000,2.850,0,0.00,9295,1.57,3840,1.30,0,0.00,12626,0.53,0,0.00,6.25 ns,5.418 ns
0,I352_O016_D008_II4_M1_F1_IR0_R1_ER1,8,8,N/A,4,4,138502,12636,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.616,0.000,0.043,0.000,3.880,45896,3.88,18259,0.77,45896,3.88,0,0.00,00:17:29,00:26:41,00:02:05,00:00:24,00:00:08,00:06:42,00:00:18,00:00:00,00:00:13,00:00:00,00:00:20,00:00:35,00:14:37,00:00:18,00:00:06,00:17:51,00:00:16,Medium,NA,Unspecified*,2.489,1.391,0.5,27.1,97.9,NA,---,---,0,25175,0,25175,0.000,0,18259,0.000,2.850,0,0.00,9393,1.59,3840,1.30,0,0.00,18259,0.77,0,0.00,6.25 ns,5.418 ns
76,I352_O016_D008_II4_M1_F1_IR1_R0,8,8,00:27:46,4,4,138502,22095,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.555,0.000,0.043,0.000,4.408,46988,3.97,22055,0.93,46988,3.97,0,0.00,00:19:55,00:27:52,00:02:03,00:00:23,00:00:08,00:06:47,00:00:15,00:00:00,00:00:11,00:00:00,00:00:17,00:00:33,00:15:50,00:00:19,00:00:05,00:20:18,00:00:18,Medium,NA,Unspecified*,2.497,1.911,0.5,27.4,97.6,NA,---,---,0,38405,0,38405,0.000,0,22055,0.000,2.850,0,0.00,9374,1.59,3840,1.30,0,0.00,22055,0.93,0,0.00,6.25 ns,5.418 ns
75,I352_O016_D008_II4_M1_F1_IR1_R1,8,8,00:25:57,4,4,138502,22095,ap_clk,6.25 ns,5.418 ns,0.80 ns,0.832,0.527,0.000,0.043,0.000,4.404,47029,3.98,22055,0.93,47029,3.98,0,0.00,00:19:09,00:29:42,00:01:58,00:00:22,00:00:07,00:06:45,00:00:14,00:00:00,00:00:10,00:00:00,00:00:16,00:00:32,00:18:03,00:00:17,00:00:05,00:19:30,00:00:16,Medium,NA,Unspecified*,2.497,1.907,0.5,27.4,97.6,NA,---,---,0,38405,0,38405,0.000,0,22055,0.000,2.850,0,0.00,9284,1.57,3840,1.30,0,0.00,22055,0.93,0,0.00,6.25 ns,5.418 ns
